age,sexe,taux,situationFamiliale,nbEnfantsAcharge,deuxiemeVoiture,immatriculation
19,M,484,En Couple,0,FALSE,1426 HZ 48
74,M,446,celibataire,0,FALSE,5751 JD 48
57,M,433,En Couple,4,FALSE,5745 QG 18
51,M,1224,celibataire,0,FALSE,3666 DZ 45
65,M,1274,celibataire,0,FALSE,7387 AI 78
41,F,727,En Couple,0,FALSE,1535 WF 25
43,M,878,En Couple,4,FALSE,1223 SW 51
43,M,412,Seule,3,FALSE,7118 LZ 67
29,M,419,celibataire,0,FALSE,3692 NH 50
46,M,582,celibataire,0,FALSE,9104 IA 17
60,F,167,En Couple,1,TRUE,5511 YN 42
61,M,488,celibataire,0,FALSE,5593 TF 26
59,M,519,En Couple,4,FALSE,4466 SH 95
21,M,194,En Couple,1,FALSE,3966 UV 41
42,F,526,celibataire,0,FALSE,3038 KH 49
24,M,474,En Couple,2,TRUE,4807 WX 17
27,M,527,celibataire,0,FALSE,4185 SN 39
82,F,906,En Couple,3,FALSE,6573 GP 73
19,M,162,celibataire,0,FALSE,9816 CG 53
49,M,867,En Couple,1,TRUE,1245 DU 65
34,F,481,En Couple,0,FALSE,5038 QX 49
25,F,900,En Couple,4,TRUE,9234 MB 65
48,M,452,En Couple,1,FALSE,9570 IG 78
23,M,811,En Couple,0,TRUE,2782 DN 14
18,F,905,celibataire,0,FALSE,5965 DD 62
32,M,517,En Couple,2,FALSE,6369 VO 93
44,M,508,celibataire,0,FALSE,3353 TE 90
64,M,155,En Couple,0,FALSE,5936 IJ 48
48,F,780,En Couple,0,FALSE,386 LM 17
20,M,896,celibataire,0,FALSE,6175 YA 25
54,M,179,Marie,4,FALSE,3480 IP 36
69,M,549,celibataire,0,FALSE,6343 JC 87
31,F,520,En Couple,2,FALSE,4187 OV 22
24,F,1202,Seule,3,FALSE,8592 RP 27
33,M,499,celibataire,0,FALSE,5037 ND 52
43,M,1129,En Couple,1,FALSE,2695 SC 50
29,M,1070,En Couple,4,FALSE,3731 EG 40
62,M,708,En Couple,0,TRUE,3369 PT 56
41,M,524,En Couple,3,FALSE,3956 JZ 56
51,F,419,celibataire,0,FALSE,6086 IO 48
45,F,512,celibataire,0,FALSE,3528 PS 37
61,F,540,En Couple,1,FALSE,8462 HJ 43
22,F,527,En Couple,3,FALSE,2969 OR 21
50,M,529,celibataire,0,FALSE,2214 FP 98
29,M,759,En Couple,1,FALSE,7157 XX 86
18,M,215,En Couple,0,FALSE,7092 ZX 24
22,F,435,En Couple,3,TRUE,5449 MK 38
30,M,424,En Couple,1,FALSE,366 GL 49
28,M,717,En Couple,2,FALSE,2775 PS 56
39,M,200,celibataire,0,FALSE,8223 CO 40
38,M,1009,celibataire,0,FALSE,5792 AW 91
21,M,917,Seule,1,FALSE,9378 OP 57
18,M,1186,En Couple,0,TRUE,2155 GK 41
75,F,507,En Couple,1,FALSE,6148 FG 85
34,M,182,En Couple,4,FALSE,3468 NO 10
30,M,993,En Couple,2,FALSE,7013 GP 72
84,M,560,En Couple,1,FALSE,1244 HT 83
24,M,1378,En Couple,0,FALSE,8471 MG 73
25,M,592,En Couple,0,TRUE,5799 GC 76
21,M,1288,En Couple,2,TRUE,8573 YB 74
55,F,917,En Couple,3,FALSE,5481 DU 26
69,M,485,celibataire,0,FALSE,8925 SV 97
19,M,438,En Couple,2,FALSE,2208 KE 37
20,F,213,En Couple,2,FALSE,2974 NX 93
37,M,447,En Couple,3,FALSE,1549 FM 69
78,M,462,En Couple,2,FALSE,9098 LW 95
48,M,179,En Couple,3,FALSE,6546 NA 42
50,F,510,En Couple,4,TRUE,2061 JT 36
26,M,177,En Couple,2,FALSE,644 ZB 23
39,M,445,En Couple,1,FALSE,851 AV 58
41,M,582,celibataire,0,FALSE,5850 QO 68
41,F,1101,En Couple,3,FALSE,2397 VD 46
19,M,526,En Couple,2,FALSE,2299 XD 39
49,M,1214,celibataire,0,FALSE,1548 FR 54
45,F,244,celibataire,0,FALSE,6804 VK 67
81,M,573,En Couple,4,FALSE,9700 XW 86
48,F,1147,celibataire,0,FALSE,5520 UB 41
38,M,233,celibataire,0,FALSE,9610 XY 16
58,M,452,celibataire,0,FALSE,1565 UK 42
37,M,558,En Couple,3,FALSE,6166 PX 84
27,M,438,En Couple,4,FALSE,4461 LA 56
67,M,511,En Couple,0,FALSE,2321 YT 27
47,M,580,En Couple,1,FALSE,913 LU 75
67,M,-1,En Couple,0,FALSE,920 HL 68
42,M,524,celibataire,0,FALSE,1008 DK 95
66,M,1106,celibataire,0,FALSE,8870 SD 33
34,F,407,En Couple,0,FALSE,6190 AP 55
56,M,227,En Couple,4,FALSE,2701 GS 42
51,F,1277,celibataire,0,FALSE,7637 KP 40
42,M,512,celibataire,0,FALSE,7918 WL 65
74,M,410,En Couple,1,FALSE,8990 RH 47
58,F,576,En Couple,0,FALSE,747 CH 88
59,M,485,En Couple,2,FALSE,4056 JS 71
84,M,1011,En Couple,4,FALSE,4364 WU 22
40,M,238,En Couple,0,FALSE,8256 EN 33
66,M,221,En Couple,2,FALSE,86 AX 77
55,M,494,En Couple,3,TRUE,1767 FZ 19
66,M,401,En Couple,0,TRUE,9269 YO 51
20,M,540,En Couple,4,FALSE,1775 VX 45
35,M,583,celibataire,0,FALSE,9027 QJ 46
26,F,428,En Couple,1,TRUE,2669 HM 68
69,F,590,En Couple,3,FALSE,8478 ZI 75
47,M,564,En Couple,4,FALSE,5576 XA 80
42,M,1304,En Couple,0,FALSE,4181 IZ 54
21,M,1089,En Couple,3,TRUE,8888 SQ 80
51,F,532,En Couple,0,FALSE,3835 XD 41
46,M,522,En Couple,3,FALSE,8983 SG 33
23,M,1257,celibataire,0,FALSE,1810 UN 33
27,M,1189,En Couple,3,FALSE,9747 MF 17
32,F,179,En Couple,0,TRUE,6257 GQ 23
52,M,1276,En Couple,1,FALSE,8057 PC 83
35,F,432,En Couple,2,FALSE,4286 IV 82
50,M,490,Seule,1,FALSE,4763 VC 93
25,F,435,En Couple,1,TRUE,9076 DG 83
38,M,152,En Couple,1,TRUE,4059 QZ 22
40,M,483,En Couple,4,FALSE,526 DV 41
65,M,581,En Couple,0,FALSE,8909 FV 49
54,M,471,En Couple,3,FALSE,1801 XA 98
42,M,171,celibataire,0,FALSE,5256 MS 58
83,F,428,celibataire,0,FALSE,1142 AV 17
50,F,474,En Couple,1,FALSE,9637 FM 40
25,M,427,En Couple,2,FALSE,8181 YU 61
19,M,427,En Couple,1,FALSE,670 IC 38
45,F,416,celibataire,0,FALSE,3322 VS 43
32,M,165,celibataire,0,FALSE,9280 KT 62
67,F,236,En Couple,3,FALSE,6891 DS 50
63,M,499,En Couple,3,TRUE,2809 PD 47
57,M,208,En Couple,3,TRUE,7199 AR 98
26,M,495,celibataire,0,FALSE,6154 IE 42
71,M,1250,En Couple,0,FALSE,9744 GC 36
20,M,1047,En Couple,1,TRUE,9253 UJ 26
33,M,496,En Couple,3,FALSE,4185 JR 79
50,M,1297,celibataire,0,FALSE,4831 PG 61
52,M,599,celibataire,0,FALSE,4601 DO 49
56,M,1072,En Couple,3,FALSE,8063 QG 36
23,M,835,En Couple,4, ,7214 YE 74
29,F,468,celibataire,0,FALSE,2877 WK 37
26,F,507,En Couple,0,FALSE,778 FY 45
31,M,459,En Couple,2,FALSE,7059 WJ 11
81,F,546,En Couple,3,FALSE,9649 FT 19
80,M,1321,En Couple,2,FALSE,3631 VV 67
52,F,908,celibataire,0,FALSE,8792 VY 41
78,M,1014,En Couple,0,FALSE,5534 NX 31
64,M,563,celibataire,0,FALSE,2055 SN 95
47,F,463,En Couple,1,FALSE,3906 ZR 67
83,M,773,En Couple,0,FALSE,24 DP 89
38,M,448,En Couple,1,FALSE,5549 BC 79
27,F,581,En Couple,0,FALSE,5157 ZL 72
39,M,191,En Couple,3,FALSE,7187 VM 65
21,M,190,celibataire,0,FALSE,8589 JG 11
55,F,1113,En Couple,3,FALSE,6155 UA 85
22,M,1317,celibataire,0,FALSE,254 HN 50
25,M,863,En Couple,0,FALSE,7742 LL 37
67,M,728,celibataire,0,FALSE,9868 TC 39
52,M,219,celibataire,0,FALSE,1286 IK 11
20,M,205,En Couple,1,FALSE,8073 ZV 28
25,F,153,En Couple,0,FALSE,1456 XP 66
25,M,963,Seule,2,FALSE,6026 SG 24
47,M,455,En Couple,3,TRUE,9050 RX 89
21,M,405,celibataire,0,FALSE,9000 YJ 81
58,M,526,celibataire,0,FALSE,4261 GK 91
43,M,510,En Couple,2,FALSE,587 NY 78
79,M,571,celibataire,0,FALSE,1475 HQ 36
81,M,569,celibataire,0,FALSE,352 BE 12
52,M,222,En Couple,0,TRUE,2409 NA 21
26,F,564,En Couple,4,TRUE,1269 DC 11
52,F,1019,celibataire,0,FALSE,1566 AT 58
35,M,549,celibataire,0,FALSE,8279 CH 86
67,M,1179,En Couple,4,FALSE,9738 EB 44
25,F,474,celibataire,0,FALSE,7658 CT 75
42,M,500,En Couple,0,TRUE,5703 EE 70
38,M,1103,celibataire,0,FALSE,7856 RZ 55
27,F,574,En Couple,2,FALSE,5283 RW 86
59,M,878,En Couple,3,TRUE,6656 BI 22
34,M,561,En Couple,1,FALSE,5612 GT 81
32,M,216,Seul,0,FALSE,5536 XQ 88
20,F,591,En Couple,1,FALSE,2945 VG 90
67,M,760,celibataire,0,FALSE,1387 LB 90
35,M,570,En Couple,3,TRUE,2327 AW 33
84,M,443,Seule,2,FALSE,5676 UW 20
50,F,506,En Couple,1,TRUE,7313 OD 73
24,M,412,celibataire,0,FALSE,6433 WJ 47
25,F,729,celibataire,0,FALSE,2119 FQ 49
36,F,1000,En Couple,2,FALSE,7944 JV 33
80,M,215,En Couple,3,FALSE,112 ZJ 54
42,M,1062,En Couple,3,TRUE,3268 SP 43
40,F,441,celibataire,0,FALSE,4711 NZ 40
43,M,163,En Couple,4,TRUE,8344 FH 19
28,M,1078,celibataire,0,FALSE,6856 NN 31
71,F,237,celibataire,0,FALSE,5178 GN 20
27,M,499,Seule,3,FALSE,8291 HU 71
24,M,1224,En Couple,2,FALSE,3297 AA 77
39,M,1262,Seule,1,FALSE,2712 AS 15
43,M,203,En Couple,2,FALSE,3703 GS 86
63,F,486,En Couple,2,FALSE,3866 ID 34
47,M,556,En Couple,2,FALSE,3224 AN 85
34,F,521,celibataire,0,FALSE,8012 YV 84
30,M,203,En Couple,0,TRUE,1233 WK 68
22,M,547,En Couple,0,FALSE,3798 VX 94
25,M,451,En Couple,0,FALSE,1361 FK 35
47,F,470,En Couple,2,FALSE,8848 IG 74
31,M,918,En Couple,1,FALSE,4698 QN 33
38,F,425,En Couple,2,FALSE,4724 LU 31
55,M,181,En Couple,2,TRUE,1616 PK 54
19,F,456,En Couple,0,FALSE,5968 ZH 76
22,M,993,En Couple,2,TRUE,5864 BJ 66
39,M,596,celibataire,0,FALSE,2449 ZB 19
36,M,482,celibataire,0,FALSE,186 BS 97
67,F,529,celibataire,0,FALSE,1785 MF 35
37,M,536,celibataire,0,FALSE,2976 WF 85
31,M,193,En Couple,2,TRUE,8682 QQ 28
46,F,580,En Couple,0,TRUE,2100 WQ 80
49,M,505,En Couple,2,FALSE,7032 RB 84
40,M,1151,En Couple,3,FALSE,6741 FT 53
21,F,1386,En Couple,1,FALSE,7547 RK 64
39,M,570,En Couple,1,FALSE,994 LQ 65
39,M,502,celibataire,0,FALSE,9514 KF 27
59,M,501,celibataire,0,FALSE,5356 IO 38
38,F,466,En Couple,3,FALSE,3424 UC 64
53,M,480,celibataire,0,FALSE,3352 PP 21
80,M,516,celibataire,0,FALSE,6682 RE 24
20,F,490,celibataire,0,FALSE,3371 EW 89
84,M,528,Marie,0,FALSE,7990 SL 32
39,M,431,En Couple,2,FALSE,3563 VZ 33
33,M,215,celibataire,0,FALSE,517 UV 54
37,M,178,celibataire,0,FALSE,9028 FZ 62
52,M,593,En Couple,4,FALSE,9961 CK 48
69,M,822,En Couple,3,TRUE,2032 MH 66
36,M,581,En Couple,0,FALSE,3111 BO 78
42,F,406,celibataire,0,FALSE,2253 GH 43
41,M,969,En Couple,4,FALSE,4406 XI 68
18,F,198,En Couple,4,TRUE,1003 PQ 27
47,M,165,En Couple,3,FALSE,1374 LD 26
83,M,215,Seule,3,FALSE,4203 ML 19
19,M,553,celibataire,0,FALSE,4249 AI 73
49,M,498,En Couple,4,FALSE,960 SS 91
79,M,230,celibataire,0,FALSE,6229 BN 64
29,M,155,En Couple,0,FALSE,6961 PZ 57
40,F,1381,En Couple,4,FALSE,8064 HR 45
48,M,552,celibataire,0,FALSE,1509 TX 94
18,M,1300,celibataire,0,FALSE,4362 UZ 14
36,F,230,En Couple,3,FALSE,3428 TM 37
39,M,561,En Couple,4,FALSE,5078 ER 97
48,M,704,En Couple,3,TRUE,3308 BI 35
36,M,736,En Couple,0,FALSE,3784 BU 17
25,M,934,En Couple,0,FALSE,1322 RZ 39
21,M,404,En Couple,3,FALSE,487 PN 92
46,M,522,En Couple,0,FALSE,316 RL 20
59,M,859,celibataire,0,FALSE,9580 FC 16
35,F,1016,celibataire,0,FALSE,5045 SZ 38
19,F,432,En Couple,3,FALSE,9233 DZ 67
28,M,417,celibataire,0,FALSE,8025 EN 41
53,M,808,celibataire,0,FALSE,3059 GV 57
33,M,418,En Couple,4,TRUE,5772 ZE 52
19,F,414,En Couple,1,FALSE,2336 NG 45
45,M,416,celibataire,0,FALSE,9590 ZR 43
34,M,1275,En Couple,1,FALSE,3305 CC 61
57,M,223,En Couple,1,FALSE,5185 QN 25
54,M,1032,celibataire,0,FALSE,7537 FG 19
41,M,450,En Couple,2,FALSE,9385 QD 88
28,F,534,En Couple,4,FALSE,9707 PK 41
81,M,246,celibataire,0,FALSE,3290 RI 63
51,M,1136,celibataire,0,FALSE,9343 VZ 94
27,M,765,celibataire,0,FALSE,8502 QL 48
41,M,1115,celibataire,0,FALSE,4645 WB 86
72,M,154,celibataire,0,FALSE,7564 UE 29
74,M,810,En Couple,1,FALSE,4503 MD 90
54,F,458,Seule,3,FALSE,609 XX 56
19,F,445,En Couple,0,FALSE,6611 MV 79
22,M,741,En Couple,3,FALSE,2026 OL 11
19,M,1170,En Couple,0,TRUE,9271 RK 67
61,M,1079,En Couple,2,TRUE,7599 SY 66
26,M,528,En Couple,0,FALSE,2067 JW 37
32,M,188,En Couple,4,FALSE,3578 WR 90
75,M,468,celibataire,0,FALSE,4282 RI 55
33,M,231,En Couple,0,FALSE,533 YW 31
22,M,408,En Couple,4,FALSE,1776 JN 12
74,M,1039,En Couple,3,TRUE,2095 XU 63
31,M,182,En Couple,3,FALSE,6060 JT 81
47,M,524,En Couple,4,FALSE,7959 KJ 30
51,M,404,En Couple,4,FALSE,8103 HF 62
51,M,1316,celibataire,0,FALSE,1135 RV 72
43,M,735,En Couple,1,FALSE,5755 ZL 64
21,M,1249,En Couple,0,TRUE,1769 UU 76
45,M,593,celibataire,0,FALSE,2597 VG 93
52,M,1021,celibataire,0,FALSE,1773 WK 65
-1,M,507,celibataire,0,FALSE,3923 SR 51
54,M,435,celibataire,0,FALSE,1793 XA 59
20,M,1295,En Couple,1,FALSE,4054 HS 37
47,M,561,celibataire,0,FALSE,7439 OE 67
25,F,217,En Couple,2,TRUE,9329 KL 47
33,M,547,celibataire,0,FALSE,4626 BY 15
54,M,588,En Couple,1,FALSE,1863 CO 19
24,M,573,En Couple,3,FALSE,568 KQ 15
49,M,538,En Couple,4,FALSE,1456 UW 43
22,M,1357,Seule,3,FALSE,7969 XG 94
20,F,1008,celibataire,0,FALSE,4628 OW 85
44,M,419,En Couple,1,FALSE,5918 NP 39
23,F,-1,En Couple,3,FALSE,2878 KK 70
84,F,203,En Couple,0,FALSE,2386 XA 94
59,M,477,celibataire,0,FALSE,6489 QK 87
76,M,190,En Couple,1,FALSE,7220 AN 42
34,F,728,Seule,1,FALSE,9350 FK 55
44,F,192,celibataire,0,FALSE,9803 LO 69
78,F,584,En Couple,3,FALSE,8932 SD 24
83,M,455,En Couple,2,FALSE,1696 YN 23
34,F,594,En Couple,1,TRUE,2086 YS 14
22,M,-1,celibataire,0,FALSE,4367 TZ 51
73,M,446,En Couple,0,FALSE,3520 JM 74
56,M,439,En Couple,2,FALSE,933 IZ 16
43,M,479,celibataire,0,FALSE,8938 MZ 11
82,M,446,En Couple,1,FALSE,8706 MO 27
53,F,550,En Couple,0,FALSE,8699 VR 42
38,F,199,celibataire,0,FALSE,265 UY 41
28,M,451,En Couple,2,FALSE,894 EL 71
32,F,417,celibataire,0,FALSE,9259 KK 14
50,M,852,En Couple,3,FALSE,9680 ZU 20
67,M,849,En Couple,2,FALSE,4703 MH 81
26,M,1171,celibataire,0,FALSE,2575 EV 98
23,F,456,En Couple,2,FALSE,108 ER 32
22,M,902,celibataire,0,FALSE,2860 GR 43
26,M,189,En Couple,4,FALSE,2941 YZ 37
58,F,528,celibataire,0,FALSE,8217 OE 85
44,F,581,celibataire,0,FALSE,8139 MQ 82
22,M,455,celibataire,0,FALSE,5484 MT 49
47,M,589,En Couple,1,FALSE,3766 ZA 78
75,M,233,celibataire,0,FALSE,6746 VJ 24
37,M,1396,En Couple,1,FALSE,2524 PC 89
54,F,1282,En Couple,1,TRUE,3004 ZT 28
29,M,231,Seule,3,FALSE,9984 GH 81
57,M,469,En Couple,2,TRUE,2764 XN 51
25,M,191,En Couple,4,FALSE,5060 TN 39
81,M,192,celibataire,0,FALSE,7496 MF 39
23,F,225,En Couple,4,FALSE,7086 CK 64
47,M,511,En Couple,1,TRUE,526 HM 69
83,M,528,En Couple,2,FALSE,7014 YA 68
79,M,478,En Couple,4,FALSE,590 JJ 41
67,M,514,En Couple,0,FALSE,5094 PB 67
32,M,738,En Couple,4,FALSE,6139 YW 67
73,M,589,En Couple,4,TRUE,1768 QV 67
34,M,217,En Couple,0,FALSE,6905 FU 98
52,M,503,Seule,1,FALSE,9371 FP 83
38,M,492,En Couple,1,TRUE,416 LG 72
53,M,553,En Couple,1,FALSE,8030 VO 72
41,M,414,En Couple,2,FALSE,3287 GF 91
36,F,711,En Couple,4,FALSE,4867 MZ 90
26,M,734,En Couple,4,FALSE,4857 DI 96
35,M,731,En Couple,4,FALSE,9197 IG 32
37,F,507,celibataire,0,FALSE,835 LL 81
48,F,507,celibataire,0,FALSE,7074 SQ 36
59,M,473,celibataire,0,FALSE,5123 JX 33
53,F,1265,Seule,1,FALSE,4648 NE 14
21,F,800,celibataire,0,FALSE,5770 WM 50
76,M,586,celibataire,0,FALSE,7739 NE 38
58,F,1219,celibataire,0,FALSE,651 YP 73
44,F,702,celibataire,0,FALSE,7541 MH 83
23,M,467,Marie,2,FALSE,5385 KK 48
58,M,191,En Couple,1,FALSE,6677 EZ 37
22,M,178,En Couple,1,TRUE,1308 XF 88
23,M,152,En Couple,0,FALSE,8601 ZW 38
35,F,235,celibataire,0,FALSE,1404 OG 39
19,M,177,celibataire,0,FALSE,9778 YZ 60
67,M,1227,En Couple,2,FALSE,7924 CC 82
59,M,983,En Couple,1,FALSE,1350 OM 26
18,M,183,En Couple,2,TRUE,6000 AB 30
54,M,854,Marie,3,FALSE,1561 KQ 95
23,F,523,celibataire,0,FALSE,3742 CC 80
42,M,458,celibataire,0,FALSE,1875 BN 81
65,F,490,En Couple,1,FALSE,7568 JR 47
25,M,174,En Couple,0,TRUE,1725 KK 92
38,M,1198,Seul,0,FALSE,3016 LB 55
18,F,592,En Couple,4,FALSE,3203 AN 92
27,M,1064,En Couple,1,FALSE,4971 SU 29
52,F,470,celibataire,0,FALSE,210 RX 25
55,F,558,En Couple,2,TRUE,894 FN 20
34,F,475,celibataire,0,FALSE,987 KC 32
18,F,242,En Couple,3,FALSE,1867 BE 24
78,M,1152,En Couple,4,FALSE,4766 MU 42
59,F,186,En Couple,2,FALSE,8045 AY 40
65,F,412,En Couple,2,FALSE,4159 BV 66
50,M,778,Seule,1,FALSE,863 YU 71
53,M,589,En Couple,2,FALSE,1237 BA 45
42,M,1208,En Couple,1,FALSE,5184 AA 41
57,F,504,En Couple,2,FALSE,3653 IW 19
45,M,424,celibataire,0,FALSE,5505 EX 73
54,F,568,En Couple,2,FALSE,2970 GE 22
28,F,1093,celibataire,0,FALSE,3716 XL 49
77,M,463,Seule,2,FALSE,1040 AI 51
56,F,595,En Couple,1,TRUE,5071 YV 36
45,M,532,Seule,2,FALSE,6100 SV 37
24,F,462,En Couple,1,TRUE,5703 JJ 78
35,M,484,En Couple,4,FALSE,3893 UI 57
38,M,495,Seule,3,FALSE,4021 LO 90
39,M,821,En Couple,2,TRUE,6214 PE 52
28,F,438,En Couple,2,FALSE,3076 IO 91
34,M,807,celibataire,0,FALSE,9529 HW 82
18,M,164,En Couple,1,FALSE,3824 DR 76
36,F,438,En Couple,3,FALSE,9460 HG 71
28,M,1321,celibataire,0,FALSE,3847 PT 86
21,F,1069,En Couple,3,FALSE,6831 XA 13
22,M,799,celibataire,0,FALSE,4251 QY 84
46,F,440,En Couple,1,FALSE,7188 IH 91
44,M,1133,En Couple,3,FALSE,7054 UK 51
20,M,162,celibataire,0,FALSE,5054 QN 21
44,M,1126,En Couple,2,FALSE,9333 YR 83
22,M,1072,celibataire,0,FALSE,6410 ZJ 73
50,F,567,En Couple,1,FALSE,597 GW 54
57,M,452,En Couple,1,TRUE,2872 VN 39
45,F,184,celibataire,0,FALSE,1352 DT 98
18,M,513,celibataire,0,FALSE,1481 PE 32
59,F,177,Seule,1,FALSE,8121 GH 90
24,M,527,En Couple,0,FALSE,4898 BK 98
29,M,155,En Couple,2,FALSE,9907 XZ 55
46,M,579,En Couple,0,FALSE,4632 QK 10
50,M,582,En Couple,1,FALSE,9285 TD 46
30,M,1289,celibataire,0,FALSE,8738 MZ 10
19,M,1343,celibataire,0,FALSE,288 FD 60
64,F,436,celibataire,0,FALSE,4570 OT 70
24,M,594,En Couple,3,FALSE,6679 YO 67
84,M,1170,En Couple,2,FALSE,6331 EE 49
36,M,448,En Couple,3,TRUE,8269 YG 34
76,F,186,En Couple,2,FALSE,7907 NL 83
21,M,958,Seule,1,FALSE,1082 OI 10
18,M,150,En Couple,3,FALSE,1666 VD 79
32,F,1190,celibataire,0,FALSE,8198 LF 70
63,M,738,En Couple,4,TRUE,7289 OP 10
33,M,545,En Couple,1,FALSE,6508 CZ 41
58,F,1268,En Couple,0,FALSE,5020 HG 52
31,?,216,celibataire,0,FALSE,3432 FS 48
75,F,1062,celibataire,0,FALSE,896 VY 56
61,M,211,celibataire,0,FALSE,4905 TH 90
22,M,447,celibataire,0,FALSE,6685 JO 72
64,M,162,En Couple,0,TRUE,3119 FN 46
21,M,531,celibataire,0,FALSE,9980 OB 33
51,F,575,En Couple,3,FALSE,7421 LC 75
49,F,542,celibataire,0,FALSE,4873 NM 84
33,F,221,En Couple,1,FALSE,1719 ZT 18
72,F,560,En Couple,4,FALSE,5393 RX 40
29,M,436,En Couple,4,FALSE,3813 LU 52
25,M,474,En Couple,0,TRUE,6229 QC 56
70,F,1292,En Couple,1,FALSE,3582 RX 77
25,M,466,En Couple,0,FALSE,3477 IS 98
24,M,1151,En Couple,0,FALSE,7085 XE 41
57,M,569,En Couple,2,TRUE,7350 ZX 56
36,M,1362,En Couple,3,TRUE,4991 BF 54
21,M,880,En Couple,3,TRUE,5036 KH 61
43,M,1382,En Couple,2,FALSE,291 TN 40
68,M,533,celibataire,0,FALSE,2848 PN 27
29,M,202,En Couple,1,FALSE,4568 QP 96
26,M,534,En Couple,2,FALSE,9466 FY 24
25,M,523,En Couple,0,FALSE,2641 VF 83
19,M,1369,celibataire,0,FALSE,1255 XQ 50
28,M,1002,En Couple,2,FALSE,6948 NI 32
53,F,548,En Couple,2,TRUE,532 VT 29
71,M,1234,En Couple,1,FALSE,1670 RP 72
72,M,1025,En Couple,4,TRUE,9648 RT 86
47,M,167,Marie,3,FALSE,2448 CG 13
18,F,171,celibataire,0,FALSE,6861 PV 41
51,F,214,En Couple,2,FALSE,669 HF 65
25,M,552,En Couple,2,TRUE,4704 XZ 10
53,M,978,En Couple,1,FALSE,5001 RZ 82
76,M,594,En Couple,0,FALSE,764 TV 79
55,M,582,celibataire,0,FALSE,8083 PR 12
52,M,795,En Couple,2,TRUE,186 YS 94
21,F,514,En Couple,3,FALSE,9115 LK 27
44,M,1276,celibataire,0,FALSE,388 AE 59
24,M,552,En Couple,2,FALSE,4244 TQ 76
19,M,176,celibataire,0,FALSE,277 HJ 18
68,M,987,En Couple,4,FALSE,9282 EJ 70
59,M,568,En Couple,3,FALSE,3354 BK 17
59,F,1027,En Couple,0,TRUE,4205 SL 46
35,F,1090,celibataire,0,FALSE,7987 MB 49
44,M,946,En Couple,2,FALSE,3212 UD 11
47,M,1074,En Couple,1,FALSE,3170 KL 43
26,M,551,En Couple,2,FALSE,9162 QR 67
59,M,179,celibataire,0,FALSE,5178 TF 48
38,M,1037,celibataire,0,FALSE,740 BY 30
23,M,590,En Couple,3,FALSE,272 FU 97
25,F,1030,En Couple,1,TRUE,3529 ME 96
41,M,195,En Couple,2,FALSE,8206 CN 19
20,M,527,celibataire,0,FALSE,6904 MM 93
69,M,1142,En Couple,1,FALSE,5290 PA 57
59,F,576,En Couple,4,FALSE,9140 RW 92
55,M,178,En Couple,1,FALSE,9043 JZ 86
26,M,1224,Marie,4,FALSE,3795 KE 94
46,M,460,En Couple,0,FALSE,5620 PK 17
30,M,976,celibataire,0,FALSE,1834 AT 97
34,F,434,En Couple,0,FALSE,686 JN 37
53,F,164,En Couple,0,FALSE,5282 TJ 51
71,M,183,En Couple,1,TRUE,1778 HV 21
74,F,594,En Couple,3,FALSE,6534 OR 26
30,F,237,celibataire,0,FALSE,4868 AG 30
30,M,415,celibataire,0,FALSE,6194 RX 15
26,M,183,En Couple,0,FALSE,4809 DT 36
50,M,441,En Couple,1,TRUE,1429 MH 53
55,F,525,En Couple,1,FALSE,7049 LI 63
59,M,866,En Couple,0,FALSE,9423 TO 87
29,M,509,En Couple,0,TRUE,6557 GO 25
24,M,823,celibataire,0,FALSE,1091 RH 64
49,M,538,En Couple,4,FALSE,3249 JL 56
56,F,1130,celibataire,0,FALSE,1542 KB 64
35,M,564,celibataire,0,FALSE,499 KK 53
27,F,491,En Couple,2,FALSE,2701 WS 46
53,M,459,celibataire,0,FALSE,8225 HM 89
75,M,159,En Couple,2,FALSE,5731 ZE 90
66,M,708,celibataire,0,FALSE,3119 QH 86
38,M,191,En Couple,1,TRUE,6112 JG 65
24,M,799,Seule,2,FALSE,7726 GU 45
50,M,477,En Couple,1,FALSE,5506 AX 61
61,M,422,En Couple,2,TRUE,8053 BQ 93
62,M,197,En Couple,3,FALSE,2919 BM 29
72,M,793,En Couple,2,FALSE,9676 LX 61
54,F,1077,En Couple,3,FALSE,5281 PB 39
58,F,593,celibataire,0,FALSE,3868 XS 22
54,M,736,En Couple,2,FALSE,752 GQ 65
32,M,1076,celibataire,0,FALSE,8975 XM 35
57,M,852,celibataire,0,FALSE,1995 CB 13
62,M,544,En Couple,4,FALSE,5045 DV 43
30,M,567,celibataire,0,FALSE,9511 HE 93
54,M,1101,En Couple,4,FALSE,701 YT 11
71,M,403,En Couple,2,FALSE,4989 AX 42
23,F,174,En Couple,3,FALSE,5239 CF 51
67,F,1275,celibataire,0,FALSE,9736 CW 75
18,M,456,En Couple,2,FALSE,105 HE 21
24,M,206,En Couple,0,TRUE,4644 CI 39
48,F,1313,Seule,1,FALSE,2166 CB 16
64,M,161,celibataire,0,FALSE,592 HW 21
37,M,583,celibataire,0,FALSE,3192 NA 40
71,M,1271,En Couple,3,FALSE,8652 JF 23
43,M,420,celibataire,0,FALSE,4326 NM 92
29,M,1181,En Couple,3,FALSE,9339 CU 94
23,F,527,En Couple,1,TRUE,7150 BK 75
